id,type,year,title,url,venue,relevance_one_line
56,broker,2026,"华泰金工：大盘或进入高波动状态","https://finance.sina.com.cn/stock/stockzmt/2026-01-20/doc-inhhxeic6242289.shtml","新浪财经转载","军工高拥挤解除后资金流向高位板块 行业分化度预示大盘高波动"
57,broker,2026,"华泰证券：金工量化投资周报：积极参与节后行情","https://wap.hibor.com.cn/repinfodetail_5110073.html","慧博投研","拥挤度分域趋势择时+GP行业轮动周频跟踪"
58,media,2025,"证券之星：红利低波，从防御品种到配置之选","https://fund.stockstar.com/IG2025071100025087.shtml","证券之星","红利低波ETF（512890）近10年跑赢全指的配置逻辑"
59,media,2025,"中证网：养老与红利低波投资双向奔赴","https://www.cs.com.cn/tzjj/jjdt/202512/t20251210_6527443.html","中国证券报","红利低波作为养老长线资金底仓的讨论"
60,media,2025,"华泰柏瑞红利低波ETF联接Y半年规模大增超300%","https://api.xch3.com/Home/NewsDetail?newsId=44948","新财网","个人养老金Y份额资金流入红利低波"
61,media,2026,"新浪财经：美国7月CPI出炉 亚洲最大黄金ETF连续20日净流入超百亿","https://finance.sina.com.cn/jjxw/2026-08-13/doc-inincnuu4847601.shtml","新浪财经","央行连续21个月购金背景下黄金ETF资金流"
62,media,2026,"界面新闻：中国央行连续21个月增持黄金 黄金ETF连续17日净流入","https://www.jiemian.com/article/14892058.html","界面新闻","央行购金托底金价的逻辑（华创观点）"
63,media,2026,"格隆汇：2026年“下注中国”十大核心资产之黄金ETF（518880）","https://www.gelonghui.com/p/3547509","格隆汇","2025年国内黄金ETF规模由730亿增至2361亿"
64,media,2025,"36氪：一半做风控一半追妖股（指数绝对动量+个股相对动量）","https://36kr.com/p/3882727972876292","36氪","250日均线绝对动量过滤+个股相对动量的组合实践"
65,media,n.d.,"叩富网：A股市场有什么经典的量化交易策略？双动量策略","https://licai.jiantou8.com/user/guide_view_2578184.html","叩富网","300/500相对动量+国债绝对动量的入门示例"
66,media,2024,"21经济网：公私募复盘量化危机始末：多重因素致小盘策略失灵","https://www.21jingji.com/article/20240222/932447bdaec165ad2db3f47377cd6e5c.html","21世纪经济报道","2024-02雪球敲入→贴水→DMA强平→微盘踩踏时间线"
67,media,2024,"经济观察网：72小时“量化”危机之后","http://m.eeo.com.cn/2024/0224/639051.shtml","经济观察网","2024-02量化危机复盘"
68,media,2024,"第一财经：头部私募集体暴亏 “量化股灾”后行业再陷反思","https://www.yicai.com/news/101999522.html","第一财经","期指深贴水是超额崩盘最强信号"
69,media,2024,"中国基金报：史诗级量化巨震深度解析","https://www.chnfund.com/article/AR2024022515282476361206","中国基金报","微盘拥挤+流动性缺失+期指深贴水三因素"
70,media,2024,"华尔街见闻：春节前量化基金究竟发生了什么","https://wallstreetcn.com/articles/3708810","华尔街见闻","国泰君安复盘2024-02量化超额崩塌"
71,media,2023,"证券时报：专访开源证券魏建榕：金融工程是赤兔马","https://www.stcn.com/article/detail/770405.html","证券时报","龙头股动量/日内动量为真动量 隔夜动量为伪动量"
72,media,2026,"元鼎证券：2026年7月A股复盘：成长估值回落市场风格切换","https://www.163.com/dy/article/L39BVVOT0556K8M1.html","网易号","2026-07创业板-23% 科创50-25.9% 拥挤触顶杀估值"
73,media,2026,"NBD财经：A股剧烈调整，原因找到了","https://www.nbdnews.com/post/18940.html","每经网","交易拥挤+中报验证+负反馈解释2026-07调整"
74,media,2026,"21财经：券商解读A股阶段性调整","https://m.21jingji.com/article/20260728/edc02fec0750d0a331cede51efeac6dd.html","21世纪经济报道","TMT成交占比近50%进入拥挤区间的预警"
75,media,2026,"经济观察网：跌停潮之后：重新认识量化市场与监管的边界","http://www.eeo.com.cn/2026/0724/973063.shtml","经济观察网","量化是放大器而非发动机 风控同质化加剧踩踏"
76,media,2026,"新浪财经：巨震之后敬畏波动重构认知：7月科技股回调复盘","https://finance.sina.com.cn/money/future/wemedia/2026-07-28/doc-inikkxfx1775161.shtml","新浪财经","2026-07回调的宏观与微观触发因素"
77,journal,2025,"中国资本市场研究网：A股低波红利指数及产品的投资价值与发展趋势","https://www.ccms.org.cn/insights/c/c_20251216_10801846.shtml","中国资本市场研究网","低波红利指数长期风险调整收益优势"
78,journal,2011,"Blitz/Huij/Martens: Residual Momentum","https://doi.org/10.1016/j.jempfin.2011.01.003","Journal of Empirical Finance","残差动量将动量的风险调整收益提高约一倍"
79,journal,2025,"The Many Facets of Stock Momentum: Distinguishing Factor and Stock Components","https://www.tandfonline.com/doi/full/10.1080/0015198X.2025.2562790","Financial Analysts Journal","因子动量vs个股残差动量的最新分解证据"
80,journal,2012,"Moskowitz/Ooi/Pedersen: Time Series Momentum","https://doi.org/10.1016/j.jfineco.2011.11.003","Journal of Financial Economics","58个资产12月时序动量 绝对动量理论基石"
81,journal,2016,"Daniel/Moskowitz: Momentum Crashes","https://doi.org/10.1016/j.jfineco.2015.12.002","Journal of Financial Economics","恐慌态+市场反弹时动量崩溃 动态动量使alpha翻倍"
82,journal,2018,"Momentum effects in China: A review of the literature","https://doi.org/10.1016/j.ribaf.2018.07.003","Research in International Business and Finance","A股月频动量弱/反转为主的系统综述"
83,journal,2024,"Nominal Prices, Retail Investor Participation, and Return Momentum","https://doi.org/10.1287/mnsc.2023.01423","Management Science","A股整体无月频动量但高价股动量显著 散户促反转"
84,journal,2013,"中国A股市场动量效应的特征和形成机理研究","http://dianda.cqvip.com/Qikan/Article/Detail?from=Qikan_Article_Detail&id=48678037","维普期刊","周频2-4周形成/1-3周持有存在动量"
85,journal,2025,"过度反应、跳跃收益与A股动量策略","https://www.zgglkx.com/CN/Y2025/V33/I6/1","中国管理科学","剥离跳跃收益后A股月度动量显著"
86,journal,n.d.,"清华五道口：中国股市月频动量消失之谜","https://www.pbcsf.tsinghua.edu.cn/__local/F/D5/7A/66259A0664B091F2A94F23D78AD_C6E23DF5_21B1EF.pdf?e=.pdf","清华五道口工作论文","T+1制度下隔夜反转吞噬日内动量"
87,journal,2022,"Lou/Polk: Comomentum: Inferring Arbitrage Activity from Return Correlations","https://doi.org/10.1093/rfs/hhab117","Review of Financial Studies","动量股残差收益相关性度量拥挤 高comomentum预示动量崩溃"
88,journal,2015,"Barroso/Santa-Clara: Momentum Has Its Moments","https://doi.org/10.1016/j.jfineco.2014.11.010","Journal of Financial Economics","6个月已实现波动率缩放动量 Sharpe 0.53→0.97"
89,journal,2017,"Moreira/Muir: Volatility-Managed Portfolios","https://doi.org/10.1111/jofi.12513","Journal of Finance","波动率倒数缩放提升多因子alpha"
90,journal,2019,"Liu/Stambaugh/Yuan: Size and Value in China","https://doi.org/10.1016/j.jfineco.2019.03.008","Journal of Financial Economics","CH-3因子 剔除最小30%壳股 EP做价值"
91,arxiv,2026,"QuantaAlpha: An Evolutionary Framework for LLM-Driven Alpha Mining","https://arxiv.org/abs/2602.07085","arXiv","轨迹级进化LLM挖因子 CSI300 IC 0.1501（东方证券复现指出数据泄露）"
92,arxiv,2023,"AlphaGen: Generating Synergistic Formulaic Alpha Collections via Reinforcement Learning","https://arxiv.org/abs/2306.12964","arXiv (KDD 2023)","PPO直接优化因子集合协同效果"
93,arxiv,2024,"QuantFactor REINFORCE: Mining Steady Formulaic Alpha Factors","https://arxiv.org/pdf/2409.05144","arXiv","以IR为reward shaping挖稳定公式因子"
94,arxiv,2024,"AlphaForge: A Framework to Mine and Dynamically Combine Formulaic Alpha Factors","https://arxiv.org/pdf/2406.18394","arXiv (AAAI 2025)","生成-预测网络挖因子+动态权重组合"
95,arxiv,2026,"EVOQUANT: Self-Evolving Verifier-Guided Strategy Optimization for Robust Quantitative Trading","https://arxiv.org/html/2607.12455v1","arXiv (HKUST-GZ)","受限程序进化+多级验证门 OOS感知晋级 防过拟合"
96,ssrn,2012,"Antonacci: Risk Premia Harvesting Through Dual Momentum","https://ssrn.com/abstract=2042750","SSRN","绝对动量降波动回撤 相对动量增收益 双动量框架原文"
97,ssrn,2007,"Faber: A Quantitative Approach to Tactical Asset Allocation","https://ssrn.com/abstract=962461","SSRN","10月均线5资产GTAA 趋势门经典"
98,ssrn,2016,"Keller/Keuning: Protective Asset Allocation (PAA)","https://ssrn.com/abstract=2759734","SSRN","广度（多少资产在涨）决定防御仓位"
99,ssrn,2017,"Keller/Keuning: Breadth Momentum and Vigilant Asset Allocation (VAA)","https://ssrn.com/abstract=3002624","SSRN","universe级广度动量替代单资产趋势门 更快离场"
100,forum,n.d.,"ETF之家：交作业：警惕性资产组合（VAA）过去50年年化17.7%","http://etf.group/lib/article/417471.html","ETF之家","VAA/PAA/GTAA中文实测帖"
101,forum,n.d.,"集思录：低风险策略自动化：债券类ETF动量轮动策略在mini-QMT环境下的细节","https://www.jisilu.cn/question/521162","集思录","22日动量债券ETF轮动 全负空仓（银华日利）"
102,forum,n.d.,"集思录：动量轮动“ETF-LOF-封基”","https://app.jisilu.cn/question/450710","集思录","20日净值增长+溢价率双因子周五轮动"
103,forum,n.d.,"集思录：正巧看到讨论动量趋势轮动策略的帖子 分享几个策略","https://www.jisilu.cn/question/515889","集思录","10/22/25日动量宽基轮动实盘讨论"
104,forum,2026,"同花顺量化社区：近4个月狂揽62% 六年11倍 ETF双池动量轮动","https://quant.10jqka.com.cn/view/article/8UVFV4AIMV157868Z74KQOAT9G","同花顺量化","双池+R²平滑动量+8%止损+银华日利防御"
105,forum,2025,"雪球：自动轮动：用量化程序计算ETF品种的动量并调仓","https://xueqiu.com/1118495753/384511870","雪球","数据清洗/复合动量/边际触发调仓实盘帖"
106,blog,2025,"BigQuant：因子研究（3）：动量效应在A股的实证检验与改进","https://bigquant.com/wiki/doc/vmpoW4sE1e","BigQuant","A股反转为主 残差动量使ICIR转正"
107,blog,n.d.,"财富德国：如何正确追涨杀跌年化超15%：双动量策略dual momentum读书","https://www.caifudeguo.de/deu-etf/%E5%8F%8C%E5%8A%A8%E9%87%8F%E7%AD%96%E7%95%A5dual-momentum%E8%AF%BB%E4%B9%A6/","财富德国","GEM先绝对后相对动量的中文详解"
108,blog,n.d.,"Robot Wealth: Dual Momentum Investing: A Quant's Review","https://robotwealth.com/dual-momentum-review/","Robot Wealth","复核Antonacci GEM 指出参数敏感性且Antonacci本人反对行业轮动版本"
109,blog,2025,"BigQuant：策略分享：基于多周期风险加权双重动量的ETF选基策略","https://bigquant.com/wiki/doc/3bkTmkRUSW","BigQuant","多周期风险加权双动量ETF轮动模板"
110,blog,n.d.,"吴润：从零构建A股ETF动量轮动系统","https://wu.run/posts/build-etf-momentum-rotation-system-from-scratch/","个人博客","6层过滤：动量+MA200+绝对动量+相关性+反波动率+风控"
111,blog,n.d.,"倉鼠人生實驗室：雙動能投資策略GEM","https://hamr-lab.com/gem/","台湾博客","GEM规则繁中拆解与回测"
112,blog,n.d.,"Antonacci: Dual, Relative & Absolute Momentum","https://www.optimalmomentum.com/dual-relative-absolute-momentum/","Optimal Momentum官网","作者本人对双/相对/绝对动量的定义页"
113,blog,n.d.,"次方量化：RSRS指标详解","https://www.cifangquant.com/docs/understanding-rsrs-indicator.html","次方量化","RSRS计算细节与参数中文详解"
114,blog,n.d.,"beefyheisenberg：量化策略RSRS择时笔记","https://beefyheisenberg.github.io/52.Financing/F52f.%E9%87%8F%E5%8C%96%E7%AD%96%E7%95%A5-RSRS%E6%8B%A9%E6%97%B6/","个人博客","RSRS右偏标准分复现代码"
115,blog,2025,"夸智网：ETF轮动策略基础教程（三）：Python实战20日动量轮动","https://www.kuazhi.com/post/716426154.html","夸智网","pytdx免费数据 shift(1)防未来函数 全负空仓"
116,blog,2025,"Concretum Group: GTAA Updated Results and Real-Market Implementation","https://concretumgroup.substack.com/p/global-tactical-asset-allocation","Substack","单一调仓日引入220bp CAGR方差 分批调仓降至63bp"
117,blog,2017,"Meb Faber Episode #86: QATAA 10-year post mortem","https://mebfaber.com/2017/12/13/episode-86-quantitative-approach-tactical-asset-allocation/","mebfaber.com","GTAA十年样本外表现复盘"
118,blog,n.d.,"约投顾：基金拆分和份额折算有什么区别？净值暴跌是不是亏钱","https://ag.yueniuzq.com/fund/fund-split-vs-share-conversion-and-nav-drop-truth/","约投顾","拆分/折算导致净值跳变但市值不变的科普"
119,blog,n.d.,"晓赢社区：ETF份额折算/拆分/合并运营核算细节","https://www.yingxiaoying.com/detail/article/2764","晓赢社区","折算比例计算与除权处理细节"
120,blog,n.d.,"次方量化：复权对ETF轮动策略的影响：等比复权与动态复权详解","https://www.cifangquant.com/docs/adjustment-impact-on-etf-rotation-strategy.html","次方量化","动量用等比复权价 成交用原始价 账户级动态复权"
121,other,n.d.,"华安基金：华安黄金ETF（518880）产品页","http://huaan.com.cn/funds/518880/index.shtml","华安基金官网","规模862亿 跟踪AU9999 支持T+0"
122,other,2018,"Antonacci《双动量投资：高回报低风险策略》中文版（人大出版社）","https://book.kongfz.com/518455/10106651683/","孔夫子旧书网","双动量中文正式译本书目信息"
123,other,n.d.,"寰宇財金網：雙動能投資（繁中版书介）","https://www.ipci.com.tw/books_in.php?book_id=548","寰宇出版","GEM/GBM/DMSR策略族书介"
124,other,2026,"GitHub: QuantaAlpha/QuantaAlpha","https://github.com/QuantaAlpha/QuantaAlpha","GitHub","LLM因子挖掘开源代码"
125,other,2024,"HKUST朱寅（Yin Zhu）主页：EvoQuant Technologies演量科技","https://www.cse.ust.hk/~yinz/","HKUST","港科大博士2024年创立EvoQuant演量科技（用户所指“港科大EvoQuant”实体）"
126,other,2025,"NeurIPS 2025 Workshop: EvoAlpha: Evolutionary Alpha Factor Discovery with LLMs","https://nips.cc/virtual/2025/132561","NeurIPS Workshop","进化+LLM因子发现的近亲工作"
127,other,2012,"AQR: Time Series Momentum（期刊文章页）","https://www.aqr.com/Insights/Research/Journal-Article/Time-Series-Momentum","AQR官网","TSMOM官方摘要与数据"
128,other,n.d.,"LSE Systemic Risk Centre: comomentum纳入MSCI Crowding Scorecard","https://www.systemicrisk.ac.uk/news/paul-woolley-centre-research-part-mscis-crowding-scorecard-traders","LSE SRC","comomentum被MSCI拥挤度记分卡采用"
129,other,2026,"华宝证券：纳指ETF国泰（513100）/富国（513870）溢价风险提示及停复牌公告汇","http://www.cnhbstock.com/detail/7317387","华宝证券","QDII溢价风险提示与停牌汇总"
130,other,2026,"国泰基金：纳指ETF（513100）溢价风险提示及临时停牌公告","https://finance.sina.com.cn/jjxw/2026-08-21/doc-ininzprc1566248.shtml","新浪财经","2024-11-25起暂停申购导致高溢价常态化"
131,other,n.d.,"HaoETF：纳指ETF513100溢价率/净值数据页","https://www.haoetf.com/qdii/513100","HaoETF","实时溢价约12% 提示OHLCV看不到的溢价风险"
132,other,n.d.,"证监会深圳监管局：拆分合并依规则，资产规模未曾变（ETF份额折算投教）","http://www.csrc.gov.cn/shenzhen/c105614/c7521981/content.shtml","证监会官网","份额折算的官方规则解释"
133,other,n.d.,"GitHub: cloudinbanana/etf-rotation-strategy","https://github.com/cloudinbanana/etf-rotation-strategy","GitHub","多因子ETF动量轮动（乖离/斜率/效率 1.5x阈值换仓）"
134,other,n.d.,"GitHub: wbbyfd/UniversalRotation","https://github.com/wbbyfd/UniversalRotation","GitHub","集思录“万能轮动”Excel+Python实现"
