"id","type","year","title","url","venue","relevance_one_line"
"EN028","paper","2024","Forecasting stock prices changes using long-short term memory neural network with symbolic genetic programming","https://doi.org/10.1038/s41598-023-50783-0","Scientific Reports","Uses symbolic GP as feature construction for cross-sectional LSTM return forecasts."
"EN029","paper","2024","Integrating Symbolic Genetic Programming With LSTM for Forecasting Cross-Sectional Price Returns","https://doi.org/10.54364/AAIML.2024.44173","Applied Artificial Intelligence and Machine Learning","Compares SGP-LSTM stock-ranking features across Chinese and Japanese markets."
"EN030","paper","2024","A Method Based on Genetic Programming to Automatically Construct Factors for Annual Report Scenarios","https://doi.org/10.1109/ICNC-FSKD64080.2024.10702271","IEEE ICNC-FSKD","Injects expert knowledge into GP factor construction for annual-report analysis."
"EN031","paper","2025","AlphaAgent: LLM-Driven Alpha Mining with Regularized Exploration to Counteract Alpha Decay","https://doi.org/10.1145/3711896.3736838","ACM KDD","Regularizes LLM factors for originality, hypothesis alignment, and structural simplicity."
"EN032","code","2025","AlphaAgent","https://github.com/RndmVariableQ/AlphaAgent","GitHub","Official code for LLM-agent alpha mining with AST-based anti-decay controls."
"EN033","paper","2024","Can Large Language Models Mine Interpretable Financial Factors More Effectively? A Neural-Symbolic Factor Mining Agent Model","https://doi.org/10.18653/v1/2024.findings-acl.233","Findings of ACL","FAMA combines cross-sample diversity with chain-of-experience prompting."
"EN034","paper","2025","Alpha-GPT: Human-AI Interactive Alpha Mining for Quantitative Investment","https://aclanthology.org/2025.emnlp-demos.14/","EMNLP System Demonstrations","Interactive LLM system turns researcher ideas into iterative executable alpha searches."
"EN035","paper","2025","Automate Strategy Finding with LLM in Quant Investment","https://aclanthology.org/2025.findings-emnlp.1005/","Findings of EMNLP","Risk-aware multi-agent pipeline generates, filters, and dynamically weights alpha candidates."
"EN036","code","2025","Automate Strategy Finding with LLM in Quant Investment","https://github.com/kouzhizhuo/Automate-Strategy-Finding-with-LLM-in-Quant-investment","GitHub","Official implementation of multimodal LLM seed-alpha mining and strategy construction."
"EN037","paper","2025","Navigating the Alpha Jungle: An LLM-Powered MCTS Framework for Formulaic Factor Mining","https://arxiv.org/abs/2505.11122","arXiv","Couples LLM reasoning with MCTS and backtest feedback for formula exploration."
"EN038","paper","2025","Chain-of-Alpha: Unleashing the Power of Large Language Models for Alpha Mining in Quantitative Trading","https://arxiv.org/abs/2508.06312","arXiv","Dual generation and optimization chains automate formula creation and feedback refinement."
"EN039","paper","2025","From Linear to Hierarchical: Evolving Tree-structured Thoughts for Efficient Alpha Mining","https://arxiv.org/abs/2508.16334","arXiv","TreEvo evolves hierarchical reasoning components instead of flat prompts."
"EN040","survey","2025","A survey on large language model-based alpha mining","https://doi.org/10.1631/FITEE.2500386","Frontiers of Information Technology and Electronic Engineering","Focused taxonomy of LLM alpha miners, evaluators, assistants, risks, and gaps."
"EN041","paper","2026","Cognitive Alpha Mining via LLM-Driven Code-Based Evolution","https://aclanthology.org/2026.acl-long.538/","ACL","CogAlpha evolves code-level alphas through multi-stage LLM reasoning, mutation, and recombination."
"EN042","paper","2026","QuantaAlpha: An Evolutionary Framework for LLM-Driven Alpha Mining","https://arxiv.org/abs/2602.07085","arXiv","Evolves complete mining trajectories with mutation, crossover, and semantic consistency."
"EN043","code","2026","QuantaAlpha","https://github.com/QuantaAlpha/QuantaAlpha","GitHub","Official self-evolving trajectory framework for LLM alpha research."
"EN044","benchmark","2026","AlphaBench: Benchmarking Large Language Models in Formulaic Alpha Factor Mining","https://openreview.net/forum?id=d97Q8r7ZKZ","ICLR","Standardizes LLM factor generation, evaluation, and iterative-search tasks."
"EN045","platform","2026","AlphaBench project site","https://alphabench.cc/","AlphaBench","Official benchmark portal with tasks, results, and FFO execution details."
"EN046","code","2026","AlphaBench","https://github.com/CityU-MLO/AlphaBench","GitHub","Open benchmark and Qlib-based toolchain for formulaic-factor LLMs."
"EN047","paper","2026","Hubble: An LLM-Driven Agentic Framework for Safe, Diverse, and Reproducible Alpha Factor Discovery","https://doi.org/10.48550/arxiv.2604.09601","arXiv","Constrains LLM generation with a DSL, AST sandbox, RAG, and family-aware selection."
"EN048","paper","2026","FactorMiner: A Self-Evolving Agent with Skills and Experience Memory for Financial Alpha Discovery","https://doi.org/10.48550/arxiv.2602.14670","arXiv","Uses executable skills and structured success/failure memory to avoid redundant mining."
"EN049","code","2026","FactorMiner implementation","https://github.com/minihellboy/factorminer","GitHub","Typed-DSL implementation with memory, strict recomputation, and factor-library admission."
"EN050","paper","2026","AlphaPROBE: Alpha Mining via Principled Retrieval and On-graph Biased Evolution","https://arxiv.org/abs/2602.11917","arXiv","Models factor genealogy as a DAG with Bayesian seed retrieval and ancestry-aware generation."
"EN051","code","2026","AlphaPROBE","https://github.com/gta0804/AlphaPROBE","GitHub","Official implementation of graph-structured retrieval and alpha evolution."
"EN052","paper","2026","From Feedback Loops to Policy Updates: Reinforcement Fine-Tuning for LLM-Based Alpha Factor Discovery","https://doi.org/10.48550/arxiv.2605.15412","arXiv","QuantEvolver converts executable factor rewards into LLM policy updates."
"EN053","code","2026","QuantEvolver","https://github.com/QuantLLM/QuantEvolver","GitHub","RFT-ready factor DSL, seed curation, backtesting, and diversity-complementarity rewards."
"EN054","paper","2026","FactorEngine: A Program-level Knowledge-Infused Factor Mining Framework for Quantitative Investment","https://doi.org/10.48550/arxiv.2603.16365","arXiv","Searches Turing-complete factor programs using LLM logic and Bayesian parameter optimization."
"EN055","paper","2025","R&D-Agent-Quant: A Multi-Agent Framework for Data-Centric Factors and Model Joint Optimization","https://arxiv.org/abs/2505.15155","NeurIPS / arXiv","Automates hypothesis, factor implementation, backtesting, and factor-model co-optimization."
"EN056","code","2024","RD-Agent","https://github.com/microsoft/RD-Agent","GitHub","Microsoft's open multi-agent R&D framework with Qlib factor-mining scenarios."
"EN057","paper","2026","EVOQUANT: Self-Evolving Verifier-Guided Strategy Optimization for Robust Quantitative Trading","https://arxiv.org/abs/2607.12455","arXiv","HKUST(GZ) and Paradoox framework applies controlled edits and multi-stage verification."
"EN058","code","2026","EVOQUANT anonymous artifact","https://anonymous.4open.science/r/EVOQUANT","4open.science","Code artifact linked by the EvoQuant paper; affiliation is HKUST(GZ), not HKU."
"EN059","paper","2026","EvoAlpha: An LLM-Enhanced Evolutionary Framework for Formulaic Alpha Mining","https://doi.org/10.1109/ICASSP55912.2026.11463591","IEEE ICASSP","Uses LLM-enhanced evolutionary chain-of-thought, code evaluation, and diversity checks."
"EN060","paper","2026","AlphaSeek: Trajectory-Level Self-Iterative Factor Mining Framework for Multi-Source Financial Data","https://arxiv.org/abs/2608.13913","arXiv","Evolves end-to-end research trajectories sourced from papers and news."
"EN061","survey","2026","Towards Autonomous Formulaic Alpha Discovery: An Evolutionary Computation Perspective","https://arxiv.org/abs/2608.01789","arXiv","Unifies GP, RL, GFlowNet, MCTS, LLM, and agentic alpha discovery."
"EN062","code","2026","Alpha Mining: An LLM-Agent Pipeline for Formulaic Alpha Discovery on WorldQuant BRAIN","https://github.com/zl3311/alpha-mining","GitHub","Archived real-world BRAIN pipeline with submissions, failures, rules, and research logs."
"EN063","tool","2026","FFO: Formulaic Factor Optimization Engine","https://alphabench.cc/ffo.html","AlphaBench","Qlib-backed execution and feedback engine for LLM-generated formulas."
"EN064","paper","1999","Using genetic algorithms to find technical trading rules","https://doi.org/10.1016/S0304-405X(98)00052-X","Journal of Financial Economics","Seminal out-of-sample genetic search for interpretable S&P 500 trading rules."
"EN065","paper","2004","Generating trading rules on the stock markets with genetic programming","https://doi.org/10.1016/S0305-0548(03)00063-7","Computers and Operations Research","Classic GP construction and validation of stock-market trading rules."
"EN066","paper","2011","A genetic programming model to generate risk-adjusted technical trading rules in stock markets","https://doi.org/10.1016/j.eswa.2011.01.039","Expert Systems with Applications","Optimizes trinary rules with conditional-Sharpe fitness and market frictions."
"EN067","paper","2016","Robust technical trading strategies using GP for algorithmic portfolio selection","https://doi.org/10.1016/j.eswa.2015.10.040","Expert Systems with Applications","Random-segment fitness improves GP robustness under regime and drawdown stress."
"EN068","paper","2021","Generating and Optimizing Human-Readable Quantitative Program Trading Strategies through a Genetic Programming Framework","https://doi.org/10.1016/j.procs.2021.04.112","Procedia Computer Science","Adds multiobjective regularization and modular I/O to human-readable GP strategies."
"EN069","paper","2023","Enhanced Strongly typed Genetic Programming for Algorithmic Trading","https://doi.org/10.1145/3583131.3590359","ACM GECCO","Strong typing and decomposed fitness combine technical and sentiment signals."
"EN070","paper","2022","Using strongly typed genetic programming to combine technical and sentiment analysis for algorithmic trading","https://doi.org/10.1109/CEC55065.2022.9870240","IEEE CEC","Combines typed technical and sentiment subtrees in evolved trading systems."
"EN071","survey","2015","Application of evolutionary computation for rule discovery in stock algorithmic trading: A literature review","https://doi.org/10.1016/j.asoc.2015.07.008","Applied Soft Computing","Systematic review of evolutionary rule discovery and validation in stock trading."
"EN072","survey","2015","Genetic algorithms and Darwinian approaches in financial applications: A survey","https://doi.org/10.1016/j.eswa.2015.06.001","Expert Systems with Applications","Broad review of GA, GP, coevolution, and multiobjective methods in finance."
"EN073","survey","2020","Applications of Genetic Programming to Finance and Economics: Past, Present, Future","https://doi.org/10.1007/s10710-019-09359-z","Genetic Programming and Evolvable Machines","Assesses decades of GP finance work and calls for stronger empirical standards."
"EN074","survey","2025","Hybrids of Reinforcement Learning and Evolutionary Computation in Finance: A Survey","https://doi.org/10.1145/3728634","ACM Computing Surveys","Taxonomy of RL-EC hybrids for trading and portfolio optimization."
"EN075","survey","2016","Computational intelligence and financial markets: A survey and future directions","https://doi.org/10.1016/j.eswa.2016.02.006","Expert Systems with Applications","Reviews evolutionary, neural, and hybrid market-prediction systems."
"EN076","paper","2006","Trading Rules on the Stock Markets using Genetic Network Programming with Candlestick Chart","https://doi.org/10.1109/CEC.2006.1688600","IEEE CEC","Graph-based evolutionary programs exploit candlestick and implicit memory."
"EN077","paper","2007","Trading rules on stock markets using genetic network programming with Sarsa learning","https://doi.org/10.1145/1276958.1277232","ACM GECCO","Combines graph evolution, SARSA updates, candlesticks, and technical indicators."
"EN078","paper","2007","Stock trading rules using genetic network programming with actor-critic","https://doi.org/10.1109/CEC.2007.4424513","IEEE CEC","Actor-critic learning adapts graph-based trading rules during execution."
"EN079","paper","2009","Real Time Updating Genetic Network Programming for Adapting to the Change of Stock Prices","https://doi.org/10.1541/ieejeiss.129.344","IEEJ Transactions","Updates evolved graph programs online as price regimes change."
"EN080","paper","2009","A genetic network programming with learning approach for enhanced stock trading model","https://doi.org/10.1016/j.eswa.2009.05.054","Expert Systems with Applications","Enhances GNP-SARSA with learned importance-index functions."
"EN081","paper","2007","Trading Rules on Stock Markets Using Genetic Network Programming with Reinforcement Learning and Importance Index","https://doi.org/10.1541/ieejeiss.127.1061","IEEJ Transactions","Uses an importance index and actor-critic thresholds for graph-program decisions."
"EN082","paper","1997","Is Technical Analysis in the Foreign Exchange Market Profitable? A Genetic Programming Approach","https://doi.org/10.2307/2331231","Journal of Financial and Quantitative Analysis","Early rigorous out-of-sample GP evidence across six FX rates."
"EN083","paper","2001","A real-time adaptive trading system using genetic programming","https://doi.org/10.1088/1469-7688/1/4/301","Quantitative Finance","Continuously refreshes a portfolio of evolved intraday FX indicator rules."
"EN084","survey","2023","Machine Learning Applications in Algorithmic Trading: A Comprehensive Systematic Review","https://doi.org/10.5815/ijeme.2023.06.05","IJEME","Places evolutionary rule discovery within broader algorithmic-trading ML."
"EN085","paper","2021","Financial Markets Prediction with Deep Learning","https://arxiv.org/abs/2104.05413","arXiv","Learns convolutional price-volume features as a black-box contrast to formula mining."
"EN086","code","2010","gplearn","https://github.com/trevorstephens/gplearn","GitHub","Scikit-learn-compatible GP baseline used by AutoAlpha and alpha-mining studies."
"EN087","paper","2023","Interpretable Machine Learning for Science with PySR and SymbolicRegression.jl","https://doi.org/10.48550/arxiv.2305.01582","arXiv","Describes a high-performance multi-population evolutionary symbolic-regression system."
"EN088","code","2019","PySR","https://github.com/MilesCranmer/PySR","GitHub","Practical evolutionary symbolic regression with complexity-aware Pareto search."
"EN089","code","2019","SymbolicRegression.jl","https://github.com/MilesCranmer/SymbolicRegression.jl","GitHub","High-performance Julia engine underlying PySR's evolutionary expression search."
"EN090","paper","2021","Deep symbolic regression: Recovering mathematical expressions from data via risk-seeking policy gradients","https://openreview.net/forum?id=m5Qsh0kBQG","ICLR","DSO's risk-seeking sequence policy is a core baseline for alpha formula generation."
"EN091","code","2021","Deep Symbolic Optimization","https://github.com/dso-org/deep-symbolic-optimization-pytorch","GitHub","Open DSO implementation reused as an alpha-mining benchmark."
"EN092","paper","2022","A Unified Framework for Deep Symbolic Regression","https://openreview.net/forum?id=2FNnBhwJsHK","NeurIPS","Unifies neural-guided search, GP, constraints, and risk-seeking objectives."
"EN093","paper","2021","Symbolic Regression via Neural-Guided Genetic Programming Population Seeding","https://arxiv.org/abs/2111.00053","NeurIPS","Hybrid neural generator seeds GP populations and learns from evolved elites."
"EN094","paper","2020","AI Feynman: A physics-inspired method for symbolic regression","https://doi.org/10.1126/sciadv.aay2631","Science Advances","Demonstrates structural priors that can sharply reduce symbolic search spaces."
"EN095","code","2020","AI Feynman","https://github.com/SJ001/AI-Feynman","GitHub","Open implementation of recursive structure-aware symbolic regression."
"EN096","paper","2020","AI Feynman 2.0: Pareto-optimal symbolic regression exploiting graph modularity","https://arxiv.org/abs/2006.10782","arXiv","Adds modularity decomposition and accuracy-complexity Pareto optimization."
"EN097","survey","2024","Interpretable scientific discovery with symbolic regression: a review","https://doi.org/10.1007/s10462-023-10622-0","Artificial Intelligence Review","Comprehensive map of GP, neural, and hybrid symbolic-regression methods."
"EN098","survey","2025","Recent Advances in Symbolic Regression","https://doi.org/10.1145/3735634","ACM Computing Surveys","Reviews algorithms, benchmarks, metrics, software, and open symbolic-search problems."
"EN099","benchmark","2024","SRBench++: Principled Benchmarking of Symbolic Regression With Domain-Expert Interpretation","https://doi.org/10.1109/TEVC.2024.3423681","IEEE Transactions on Evolutionary Computation","Highlights robust benchmarking and expert interpretation beyond fit metrics."
"EN100","paper","2020","Operon C++: An Efficient Genetic Programming Framework for Symbolic Regression","https://doi.org/10.1145/3377929.3398099","ACM GECCO Companion","High-throughput GP framework for large symbolic search workloads."
"EN101","code","2020","Operon","https://github.com/heal-research/operon","GitHub","Modern C++ GP engine with parallel evaluation and local-search support."
"EN102","paper","2021","SymbolicGPT: A Generative Transformer Model for Symbolic Regression","https://doi.org/10.48550/arxiv.2106.14131","arXiv","Frames formula discovery as conditional language generation."
"EN103","code","2021","SymbolicGPT","https://github.com/mojivalipour/symbolicgpt","GitHub","Official transformer symbolic-regression implementation."
"EN104","paper","2023","Transformer-based Planning for Symbolic Regression","https://doi.org/10.48550/arxiv.2303.06833","NeurIPS","TPSR injects fit and complexity feedback through MCTS decoding."
"EN105","code","2023","TPSR","https://github.com/deep-symbolic-mathematics/TPSR","GitHub","Official MCTS-planning decoder for pretrained symbolic transformers."
"EN106","paper","2022","End-to-end Symbolic Regression with Transformers","https://doi.org/10.48550/arxiv.2204.10532","NeurIPS","Predicts complete expressions and constants at orders-of-magnitude faster inference."
"EN107","code","2022","End-to-end Symbolic Regression with Transformers","https://github.com/facebookresearch/symbolicregression","GitHub","Meta's pretrained end-to-end symbolic-regression implementation."
"EN108","paper","2024","Large Language Models As Evolution Strategies","https://doi.org/10.1145/3638530.3654238","ACM GECCO","General method for using LLMs as semantic mutation and crossover operators."
"EN109","paper","2024","Mathematical discoveries from program search with large language models","https://doi.org/10.1038/s41586-023-06924-6","Nature","FunSearch validates LLM-guided evolutionary program discovery at scale."
"EN110","paper","2023","Faster sorting algorithms discovered using deep reinforcement learning","https://doi.org/10.1038/s41586-023-06004-9","Nature","AlphaDev motivates treating formula construction as program search with learned guidance."
"EN111","paper","2020","Qlib: An AI-oriented Quantitative Investment Platform","https://doi.org/10.48550/arxiv.2009.11189","arXiv","Defines the data, expression, model, and backtest stack used by many alpha systems."
"EN112","code","2020","Qlib","https://github.com/microsoft/qlib","GitHub","Open quantitative-research platform underlying Alpha158, Alpha360, and RD-Agent."
"EN113","benchmark","2020","Qlib Alpha158 and Alpha360 benchmarks","https://github.com/microsoft/qlib/blob/main/examples/benchmarks/README.md","GitHub","Standard datasets and metrics used to compare mined factors and forecasting models."
"EN114","paper","2020","FinRL: A Deep Reinforcement Learning Library for Automated Stock Trading in Quantitative Finance","https://arxiv.org/abs/2011.09607","NeurIPS Workshop","Reproducible trading environments and friction-aware evaluation for learned strategies."
"EN115","code","2020","FinRL","https://github.com/AI4Finance-Foundation/FinRL","GitHub","Open DRL trading and portfolio evaluation framework."
"EN116","code","2016","Alphalens","https://github.com/quantopian/alphalens","GitHub","Widely used open toolkit for factor returns, IC, turnover, and tear sheets."
"EN117","paper","1993","Common risk factors in the returns on stocks and bonds","https://doi.org/10.1016/0304-405X(93)90023-5","Journal of Financial Economics","Foundational interpretable factor model and benchmark for incremental alpha."
"EN118","paper","2015","A five-factor asset pricing model","https://doi.org/10.1016/j.jfineco.2014.10.010","Journal of Financial Economics","Adds profitability and investment controls to alpha evaluation."
"EN119","paper","1993","Returns to Buying Winners and Selling Losers: Implications for Stock Market Efficiency","https://doi.org/10.1111/j.1540-6261.1993.tb04702.x","Journal of Finance","Foundational momentum anomaly repeatedly rediscovered by automated factor searches."
"EN120","paper","2016","... and the Cross-Section of Expected Returns","https://doi.org/10.1093/rfs/hhv059","Review of Financial Studies","Raises multiple-testing thresholds for claims from large factor searches."
"EN121","paper","2020","Taming the Factor Zoo: A Test of New Factors","https://doi.org/10.1111/jofi.12883","Journal of Finance","Tests whether new factors add information beyond a high-dimensional zoo."
"EN122","paper","2020","Replicating Anomalies","https://doi.org/10.1093/rfs/hhy131","Review of Financial Studies","Shows many reported anomalies fail stricter construction and multiple-test standards."
"EN123","paper","2016","Does Academic Research Destroy Stock Return Predictability?","https://doi.org/10.1111/jofi.12365","Journal of Finance","Documents out-of-sample and post-publication factor decay."
"EN124","paper","2020","Shrinking the cross-section","https://doi.org/10.1016/j.jfineco.2019.06.008","Journal of Financial Economics","Uses economically motivated shrinkage to control high-dimensional factor overfit."
"EN125","paper","2020","Empirical Asset Pricing via Machine Learning","https://doi.org/10.1093/rfs/hhaa009","Review of Financial Studies","Strong nonlinear baseline for assessing whether formulaic interpretability costs prediction."
"EN126","paper","2019","Characteristics are covariances: A unified model of risk and return","https://doi.org/10.1016/j.jfineco.2019.05.001","Journal of Financial Economics","IPCA separates characteristic effects from latent risk-factor exposures."
"EN127","paper","2024","Deep Learning in Asset Pricing","https://doi.org/10.1287/mnsc.2023.4695","Management Science","No-arbitrage neural benchmark for high-dimensional return signals."
"EN128","paper","2022","Open Source Cross-Sectional Asset Pricing","https://doi.org/10.1561/104.00000112","Critical Finance Review","Reproducible library of hundreds of published stock-return signals."
"EN129","dataset","2022","Open Source Asset Pricing","https://www.openassetpricing.com/","OpenSourceAP","Public signal definitions, returns, data, and replication code for factor validation."
"EN130","paper","2023","Is There a Replication Crisis in Finance?","https://doi.org/10.1111/jofi.13249","Journal of Finance","Provides a counterpoint: many factors replicate globally after thematic clustering."
"EN131","paper","2017","The Characteristics that Provide Independent Information about Average U.S. Monthly Stock Returns","https://doi.org/10.1093/rfs/hhx019","Review of Financial Studies","Jointly tests 94 characteristics and documents sharp post-2003 predictability decline."
"EN132","paper","2015","Digesting Anomalies: An Investment Approach","https://doi.org/10.1093/rfs/hhu068","Review of Financial Studies","The q-factor model supplies investment and profitability controls for mined signals."
"EN133","paper","2024","FinMem: A Performance-Enhanced LLM Trading Agent with Layered Memory and Character Design","https://doi.org/10.1609/aaaiss.v3i1.31290","AAAI Symposium Series","Layered memory and self-evolution inform feedback design for research agents."
"EN134","code","2023","FinMem","https://github.com/pipiku915/FinMem-LLM-StockTrading","GitHub","Official code for memory-based LLM financial decision making."
"EN135","paper","2024","A Multimodal Foundation Agent for Financial Trading: Tool-Augmented, Diversified, and Generalist","https://doi.org/10.1145/3637528.3671801","ACM KDD","FinAgent integrates numerical, textual, visual, tool, and reflection channels."
"EN136","paper","2024","FinCon: A Synthesized LLM Multi-Agent System with Conceptual Verbal Reinforcement for Enhanced Financial Decision Making","https://doi.org/10.48550/arxiv.2407.06567","NeurIPS","Manager-analyst hierarchy distills experience into reusable verbal investment beliefs."
"EN137","paper","2025","TradingAgents: Multi-Agents LLM Financial Trading Framework","https://arxiv.org/abs/2412.20138","arXiv","Specialized analysts, debaters, traders, and risk agents emulate an investment firm."
"EN138","code","2025","TradingAgents","https://github.com/TauricResearch/TradingAgents","GitHub","Open multi-agent trading framework useful for downstream testing of mined signals."
"EN139","paper","2024","FinRobot: An Open-Source AI Agent Platform for Financial Applications using Large Language Models","https://arxiv.org/abs/2405.14767","arXiv","Full-stack agent platform connects LLMs, quantitative tools, and financial workflows."
"EN140","code","2024","FinRobot","https://github.com/AI4Finance-Foundation/FinRobot","GitHub","Open financial-agent platform for research, valuation, trading, and risk."
"EN141","paper","2025","QuantAgent: Price-Driven Multi-Agent LLMs for High-Frequency Trading","https://doi.org/10.48550/arxiv.2509.09995","arXiv","Price-only agent decomposition offers a short-horizon contrast to factor miners."
"EN142","survey","2024","Large Language Model Agent in Financial Trading: A Survey","https://arxiv.org/abs/2408.06361","arXiv","Reviews architectures, inputs, backtests, and limitations of LLM trading agents."
"EN143","survey","2025","From Deep Learning to LLMs: A survey of AI in Quantitative Investment","https://doi.org/10.48550/arxiv.2503.21422","arXiv","Connects feature engineering, alpha models, portfolio construction, and LLM automation."
"EN144","survey","2025","Large Language Model Agents in Finance: A Survey Bridging Research, Practice, and Real-World Deployment","https://aclanthology.org/2025.findings-emnlp.972/","Findings of EMNLP","Maps agent capabilities to investment research, trading, management, and risk."
"EN145","survey","2026","Agentic Trading: When LLM Agents Meet Financial Markets","https://doi.org/10.48550/arxiv.2605.19337","arXiv","Audit finds severe protocol incomparability and weak execution-cost reporting."
"EN146","survey","2025","The New Quant: A Survey of Large Language Models in Financial Prediction and Trading","https://doi.org/10.48550/arxiv.2510.05533","arXiv","Task-centered synthesis of language signals, tool use, portfolio controls, and deployment."
"EN147","survey","2025","Large Language Model Agents for Investment Management: Foundations, Benchmarks, and Research Frontiers","https://doi.org/10.1145/3768292.3770387","ACM ICAIF","Investment-management survey covering alpha miners, trader agents, and evaluation frontiers."
