id,type,year,title,url,venue,relevance_one_line
EN-026,journal,1993,Returns to Buying Winners and Selling Losers: Implications for Stock Market Efficiency,https://doi.org/10.1111/j.1540-6261.1993.tb04702.x,The Journal of Finance,Jegadeesh-Titman 1993: the original 3-12 month winner-loser momentum; foundation of every relative-strength rule we run.
EN-027,journal,1997,On Persistence in Mutual Fund Performance,https://doi.org/10.1111/j.1540-6261.1997.tb03808.x,The Journal of Finance,Carhart: adds UMD to the 3-factor model; the standard benchmark for judging momentum alpha.
EN-028,journal,1997,The Interaction of Value and Momentum Strategies,https://doi.org/10.2469/faj.v53.n2.2069,Financial Analysts Journal,Asness: momentum works best among expensive stocks and vice versa; value-momentum interaction mechanics.
EN-029,journal,1998,A model of investor sentiment,https://doi.org/10.1016/s0304-405x(98)00027-0,Journal of Financial Economics,Barberis-Shleifer-Vishny: conservatism and representativeness produce underreaction (momentum) and overreaction (reversal).
EN-030,journal,1998,International Momentum Strategies,https://doi.org/10.1111/0022-1082.95722,The Journal of Finance,Rouwenhorst: momentum in 12 European markets; first major out-of-sample international confirmation.
EN-031,journal,1998,Investor Psychology and Security Market Under- and Overreactions,https://doi.org/10.1111/0022-1082.00077,The Journal of Finance,Daniel-Hirshleifer-Subrahmanyam: overconfidence and self-attribution as the behavioral engine of momentum.
EN-032,journal,1999,"A Unified Theory of Underreaction, Momentum Trading, and Overreaction in Asset Markets",https://doi.org/10.1111/0022-1082.00184,The Journal of Finance,Hong-Stein model: gradual information diffusion plus trend chasers generate momentum then reversal.
EN-033,journal,1999,Do Industries Explain Momentum?,https://doi.org/10.1111/0022-1082.00146,The Journal of Finance,Moskowitz-Grinblatt: industry momentum subsumes much of stock momentum; direct motivation for sector/ETF rotation.
EN-034,journal,2000,"Bad News Travels Slowly: Size, Analyst Coverage, and the Profitability of Momentum Strategies",https://doi.org/10.1111/0022-1082.00206,The Journal of Finance,"Hong-Lim-Stein: momentum strongest in small, low-analyst-coverage stocks; information diffusion evidence."
EN-035,journal,2001,Profitability of Momentum Strategies: An Evaluation of Alternative Explanations,https://doi.org/10.1111/0022-1082.00342,The Journal of Finance,Jegadeesh-Titman 2001: momentum persists out-of-sample post-publication with long-horizon reversal; behavioral interpretation.
EN-036,journal,2001,Understanding the Nature of the Risks and the Source of the Rewards to Momentum Investing,https://doi.org/10.1093/rfs/14.1.29,Review of Financial Studies,Grundy-Martin: momentum's dynamic factor exposures create crash risk when hedged naively; early crash warning.
EN-037,journal,2002,Momentum and Autocorrelation in Stock Returns,https://doi.org/10.1093/rfs/15.2.533,Review of Financial Studies,Lewellen: momentum in size/BM portfolios too large for individual-stock underreaction stories alone.
EN-038,journal,2003,Momentum Investing and Business Cycle Risk: Evidence from Pole to Pole,https://doi.org/10.1046/j.1540-6261.2003.00614.x,The Journal of Finance,"Griffin-Ji-Martin: momentum profits worldwide, weakly related to business-cycle risk; hard to explain as risk premium."
EN-039,journal,2004,Market States and Momentum,https://doi.org/10.1111/j.1540-6261.2004.00665.x,The Journal of Finance,Cooper-Gutierrez-Hameed: momentum profits follow UP markets and vanish after DOWN markets; simple regime conditioning.
EN-040,journal,2004,The 52-Week High and Momentum Investing,https://doi.org/10.1111/j.1540-6261.2004.00695.x,The Journal of Finance,George-Hwang: distance to 52-week high beats past returns as a momentum signal; anchoring-based alternative ranking.
EN-041,journal,2007,Momentum and Credit Rating,https://doi.org/10.1111/j.1540-6261.2007.01282.x,The Journal of Finance,Avramov et al: momentum concentrated in low-credit-quality firms; junk drives the anomaly.
EN-042,journal,2008,Seasonality in the cross-section of stock returns,https://doi.org/10.1016/j.jfineco.2007.02.003,Journal of Financial Economics,Heston-Sadka: 12-month-multiple seasonality in returns; contaminates naive momentum lookbacks.
EN-043,journal,2010,Individualism and Momentum around the World,https://doi.org/10.1111/j.1540-6261.2009.01532.x,The Journal of Finance,Chui-Titman-Wei: momentum strength varies with individualism across countries; why China momentum differs.
EN-044,journal,2012,Is momentum really momentum?,https://doi.org/10.1016/j.jfineco.2011.05.003,Journal of Financial Economics,"Novy-Marx: momentum driven by 12-7 month returns, not recent ones; lookback window selection matters."
EN-045,journal,2012,"Size, value, and momentum in international stock returns",https://doi.org/10.1016/j.jfineco.2012.05.011,Journal of Financial Economics,Fama-French: size/value/momentum in four global regions; momentum everywhere except Japan.
EN-046,journal,2013,"The role of shorting, firm size, and time on market anomalies",https://doi.org/10.1016/j.jfineco.2012.11.005,Journal of Financial Economics,Israel-Moskowitz: momentum robust across size and time; shorting is not essential - supports long-only implementations.
EN-047,journal,2013,Value and Momentum Everywhere,https://doi.org/10.1111/jofi.12021,The Journal of Finance,"Asness-Moskowitz-Pedersen: value and momentum premia everywhere, negatively correlated; core case for combining them."
EN-048,journal,2014,"Fact, Fiction, and Momentum Investing",https://doi.org/10.3905/jpm.2014.40.5.075,The Journal of Portfolio Management,"AQR's fact-check of momentum myths (costs, taxes, decay); practical rebuttals with data."
EN-049,journal,2014,Frog in the Pan: Continuous Information and Momentum,https://doi.org/10.1093/rfs/hhu003,Review of Financial Studies,Frog-in-the-pan: continuous small news generates stronger momentum than discrete jumps; signal-quality filter idea.
EN-050,working-nber,2014,"Momentum Trading, Return Chasing, and Predictable Crashes",https://doi.org/10.3386/w20660,NBER working paper,"Chabot-Ghysels-Jagannathan: Victorian-era momentum also crashed predictably; crashes are intrinsic, not modern."
EN-051,journal,2016,Dissecting Anomalies with a Five-Factor Model,https://doi.org/10.1093/rfs/hhv043,Review of Financial Studies,Fama-French: five-factor lens on anomalies; momentum survives as the big unexplained one.
EN-052,journal,2016,Return Seasonalities,https://doi.org/10.1111/jofi.12398,The Journal of Finance,Keloharju-Linnainmaa-Nyberg: return seasonalities pervade all major anomalies including momentum.
EN-053,journal,2016,Two Centuries of Price-Return Momentum,https://doi.org/10.2469/faj.v72.n5.1,Financial Analysts Journal,Geczy-Samonov: 212 years of US momentum including its worst crashes; longest-sample stress test.
EN-054,journal,2018,Momentum in Imperial Russia,https://doi.org/10.1016/j.jfineco.2018.07.008,Journal of Financial Economics,Momentum in 1865-1914 Imperial Russia; pre-modern out-of-sample confirmation.
EN-055,journal,2019,Sticky Expectations and the Profitability Anomaly,https://doi.org/10.1111/jofi.12734,The Journal of Finance,Bouchaud et al: sticky analyst expectations explain profitability momentum; mechanism evidence.
EN-056,journal,2010,Cross-Sectional Return Dispersion and Time Variation in Value and Momentum Premiums,https://doi.org/10.1017/s0022109010000384,Journal of Financial and Quantitative Analysis,Stivers-Sun: cross-sectional return dispersion predicts momentum premium sign; cheap regime signal.
EN-057,working-nber,2012,Tail Risk in Momentum Strategy Returns,https://doi.org/10.3386/w18169,NBER working paper,Daniel-Jagannathan-Kim: hidden Markov model of momentum tail risk; regime-switching crash detection.
EN-058,journal,2015,Market volatility and momentum,https://doi.org/10.1016/j.jempfin.2014.11.009,Journal of Empirical Finance,"Wang-Xu: market volatility forecasts momentum payoffs, especially after down markets."
EN-059,journal,2015,Momentum has its moments,https://doi.org/10.1016/j.jfineco.2014.11.010,Journal of Financial Economics,Barroso-Santa-Clara: scaling momentum by its own realized vol doubles Sharpe and kills crashes; direct recipe.
EN-060,journal,2016,Momentum crashes,https://doi.org/10.1016/j.jfineco.2015.12.002,Journal of Financial Economics,Daniel-Moskowitz: momentum crashes in panic states via short-leg optionality; the paper our crash-overlay logic descends from.
EN-061,journal,2017,Volatility-Managed Portfolios,https://doi.org/10.1111/jofi.12513,The Journal of Finance,Moreira-Muir: vol-managed versions of major factors raise alpha; theoretical basis for vol targeting.
EN-062,journal,2018,Risk Everywhere: Modeling and Managing Volatility,https://doi.org/10.1093/rfs/hhy041,The Review of Financial Studies,Bollerslev et al: realized-vol modeling across assets; the estimation layer under any vol-managed book.
EN-063,journal,2018,Risk-managed industry momentum and momentum crashes,https://doi.org/10.1080/14697688.2017.1420211,Quantitative Finance,Risk-managed industry momentum: constant-vol scaling fixes industry momentum crashes; sector-level fix relevant to ETF rotation.
EN-064,journal,2018,The Impact of Volatility Targeting,https://doi.org/10.3905/jpm.2018.45.1.014,The Journal of Portfolio Management,Man/AHL study: vol targeting improves Sharpe mainly for risk assets and cuts left tails; supports our 16% vol target.
EN-065,journal,2020,"Left-tail momentum: Underreaction to bad news, costly arbitrage and equity returns",https://doi.org/10.1016/j.jfineco.2019.07.006,Journal of Financial Economics,Left-tail momentum: stocks with recent large losses keep underperforming; asymmetric-tail complement to winner momentum.
EN-066,journal,2020,On the performance of volatility-managed portfolios,https://doi.org/10.1016/j.jfineco.2020.04.015,Journal of Financial Economics,Cederburg et al: vol-managed portfolios fail in real-time spanning tests for most factors; sobering counterpoint.
EN-067,journal,2020,Strategic Rebalancing,https://doi.org/10.3905/jpm.2020.1.150,The Journal of Portfolio Management,Strategic rebalancing: mechanical rebalance timing interacts with momentum; trade-scheduling insight for weekly rebalances.
EN-068,journal,2021,Do limits to arbitrage explain the benefits of volatility-managed portfolios?,https://doi.org/10.1016/j.jfineco.2021.02.009,Journal of Financial Economics,Barroso-Detzel: vol management's benefits survive costs mainly for momentum; limits-to-arbitrage explanation.
EN-069,journal,2022,Isolating momentum crashes,https://doi.org/10.1016/j.jempfin.2021.12.001,Journal of Empirical Finance,Dierkes-Krupski: ex-ante beta/vol crash indicator isolates momentum crashes; implementable overlay that beats prior fixes.
EN-070,journal,2023,Commodity momentum decomposition,https://doi.org/10.1002/fut.22382,Journal of Futures Markets,Commodity momentum decomposition: separates auto-covariance vs cross-covariance sources; diagnostic for signal design.
EN-071,journal,2023,Enhanced momentum strategies,https://doi.org/10.1016/j.jbankfin.2022.106712,Journal of Banking & Finance,"Hanauer-Windmueller: enhanced (vol-scaled, crash-aware) momentum works internationally after costs."
EN-072,journal,2023,Momentum Crashes and the 52-Week High,https://doi.org/10.1080/0015198x.2023.2183706,Financial Analysts Journal,Byun-Jeon 2023: neutralizing the 52-week-high effect attenuates momentum crashes and lifts Sharpe.
EN-073,working-ssrn,2023,"Momentum, Market Volatility, and Reversal",https://doi.org/10.2139/ssrn.4478316,SSRN working paper,Butt-Kolari-Sadaqat 2023-24 SSRN: switch momentum-to-reversal when volatility is high; constant-leverage crash avoidance.
EN-074,journal,2024,Decomposing momentum: The forgotten component,https://doi.org/10.1016/j.jbankfin.2024.107292,Journal of Banking & Finance,Buesing et al 2024: the 'forgotten' overnight/intraday component of momentum; decomposition matters for T+1 fills.
EN-075,journal,2025,Momentum is still there conditional on volatility-amplified pessimism,https://doi.org/10.1016/j.jempfin.2025.101653,Journal of Empirical Finance,2025: momentum survives conditional on volatility-amplified pessimism; newest regime-conditioning evidence.
EN-076,journal,2025,"Understanding price momentum, market fluctuations, and crashes: insights from the extended Samuelson model",https://doi.org/10.1186/s40854-024-00743-y,Financial Innovation,"2025: extended Samuelson model linking momentum, fluctuations and crashes in one framework."
EN-077,arxiv,2026,Tail Risk Management with Puts and Trend Following: A CVaR Framework for Crashes,https://arxiv.org/abs/2607.00883,arXiv preprint,2026 arXiv: CVaR framework combining puts with trend following for crash protection; overlay cost-benefit analysis.
EN-078,arxiv,2026,Taming the Black Swan: A Momentum-Gated Hierarchical Optimisation Framework,https://arxiv.org/abs/2604.09060,arXiv preprint,2026 arXiv: momentum-gated hierarchical optimisation aimed at black-swan drawdowns; recent crash-management design.
EN-079,journal,2007,"Momentum, reversal, and the trading behaviors of institutions",https://doi.org/10.1016/j.finmar.2006.09.002,Journal of Financial Markets,Gutierrez-Pirinsky: institutions trade residual returns; why residual momentum has a distinct clientele.
EN-080,journal,2011,Residual momentum,https://doi.org/10.1016/j.jempfin.2011.01.003,Journal of Empirical Finance,Blitz-Huij-Martens: momentum on FF3 residuals halves factor risk and doubles Sharpe; the residual-momentum blueprint (our RMDC).
EN-081,journal,2013,Short-term residual reversal,https://doi.org/10.1016/j.finmar.2012.10.005,Journal of Financial Markets,Blitz et al: short-term residual reversal profits; the mean-reversion mirror of residual momentum at short horizons.
EN-082,journal,2018,Alpha Momentum and Price Momentum,https://doi.org/10.3390/ijfs6020049,International Journal of Financial Studies,Huehn-Scholz: alpha momentum (ranking on estimated alphas) vs price momentum; alternative residual-type ranking.
EN-083,journal,2018,Residual momentum in Japan,https://doi.org/10.1016/j.jempfin.2017.11.005,Journal of Empirical Finance,Residual momentum profitable in Japan where raw momentum famously fails; strongest possible out-of-sample test.
EN-084,journal,2020,The idiosyncratic momentum anomaly,https://doi.org/10.1016/j.iref.2020.05.008,International Review of Economics & Finance,Blitz-Hanauer-Vidojevic: idiosyncratic momentum works globally and survives factor adjustments; robustness of residual momentum.
EN-085,journal,2000,Industry Momentum and Sector Mutual Funds,https://doi.org/10.2469/faj.v56.n4.2372,Financial Analysts Journal,O'Neal: sector-fund momentum rotation profitable pre-ETF; earliest sector-rotation fund evidence.
EN-086,journal,2007,A Quantitative Approach to Tactical Asset Allocation,https://doi.org/10.3905/jwm.2007.674809,The Journal of Wealth Management,Faber: 10-month SMA timing on five asset classes; the classic TAA baseline every rotation book is judged against.
EN-087,working-ssrn,2010,Relative Strength Strategies for Investing,https://doi.org/10.2139/ssrn.1585517,SSRN working paper,Faber: top-N relative strength rotation among sectors/assets; direct ancestor of our ETF rotation rules.
EN-088,working-ssrn,2012,Market Timing with Moving Averages,https://doi.org/10.2139/ssrn.2135337,SSRN working paper,Glabadanidis: MA timing looks great but is plagued by look-ahead/microstructure issues; required skepticism.
EN-089,working-ssrn,2012,Risk Premia Harvesting Through Dual Momentum,https://doi.org/10.2139/ssrn.2042750,SSRN working paper,Antonacci: dual momentum = relative strength across modules + absolute momentum gate; the GEM design our GEM book copies.
EN-090,working-ssrn,2013,Absolute Momentum: A Simple Rule-Based Strategy and Universal Trend-Following Overlay,https://doi.org/10.2139/ssrn.2244633,SSRN Electronic Journal,Antonacci: absolute momentum as a universal trend overlay - the 12m excess-return gate we use for risk-off.
EN-091,book,2014,Dual Momentum Investing: An Innovative Strategy for Higher Returns with Lower Risk,https://www.mheducation.com/highered/mhp/product/dual-momentum-investing-innovative-strategy-higher-returns-lower-risk.html,McGraw-Hill,Antonacci's book-length treatment of dual momentum (GEM); accessible statement of the full strategy and its evidence.
EN-092,working-ssrn,2015,Momentum and Markowitz: A Golden Combination,https://doi.org/10.2139/ssrn.2606884,SSRN working paper,Keller-Butler EAA: momentum plus correlation-aware weights ('golden combination') for multi-asset rotation.
EN-093,working-ssrn,2016,Protective Asset Allocation (PAA): A Simple Momentum-Based Alternative for Term Deposits,https://doi.org/10.2139/ssrn.2759734,SSRN Electronic Journal,Keller-Keuning PAA: breadth-based capital-preservation switch to bonds; blueprint for breadth on/off gates.
EN-094,working-ssrn,2017,Breadth Momentum and Vigilant Asset Allocation (VAA): Winning More by Losing Less,https://doi.org/10.2139/ssrn.3002624,SSRN Electronic Journal,Keller-Keuning VAA: aggressive dual momentum with breadth momentum crash protection; fast risk-off variant.
EN-095,journal,2018,Revisiting the Profitability of Market Timing with Moving Averages,https://doi.org/10.1111/irfi.12132,International Review of Finance,Zakamulin: revisits MA timing profitability with proper statistics; tempered conclusions on timing value.
EN-096,arxiv,2026,Continuous Timing Signals for Growth-Defensive Style Allocation,https://arxiv.org/abs/2605.20636,arXiv preprint,2026 arXiv: continuous timing signals for growth-vs-defensive style rotation; recent style-timing design.
EN-097,journal,2013,Can exchange traded funds be used to exploit industry and country momentum?,https://doi.org/10.1007/s11408-013-0207-8,Financial Markets and Portfolio Management,Andreu-Swinkels-Tjong-A-Tjoe: country and industry momentum are tradable with ETFs; feasibility check for ETF rotation.
EN-098,working-ssrn,2014,Price Dynamics and Liquidity of Exchange-Traded Funds,https://doi.org/10.2139/ssrn.2429509,SSRN Electronic Journal,Madhavan-Sobczyk: ETF price dynamics and staleness vs NAV; measurement issues when backtesting ETF closes.
EN-099,journal,2015,Momentum strategies with stock index exchange-traded funds,https://doi.org/10.1016/j.najef.2015.04.003,The North American Journal of Economics and Finance,Tse: momentum strategies implemented with index ETFs; costs and turnover of practical ETF momentum.
EN-100,working-ssrn,2017,Can ETFs Increase Market Fragility? Effect of Information Linkages in ETF Markets,https://doi.org/10.2139/ssrn.2740699,SSRN Electronic Journal,Bhattacharya-O'Hara: information linkages can make ETFs propagate shocks across markets (fragility).
EN-101,journal,2017,Is there a dark side to exchange traded funds? An information perspective,https://doi.org/10.1007/s11142-017-9400-8,Review of Accounting Studies,Israeli-Lee-Sridharan: ETF ownership can degrade underlying price informativeness; cost of the ETF wrapper.
EN-102,journal,2018,Do ETFs Increase Volatility?,https://doi.org/10.1111/jofi.12727,The Journal of Finance,Ben-David-Franzoni-Moussawi: ETF arbitrage propagates liquidity shocks and raises constituent volatility; ETF microstructure risk.
EN-103,journal,2018,Exchange traded funds and asset return correlations,https://doi.org/10.1111/eufm.12137,European Financial Management,Da-Shive: ETF trading raises return comovement of constituents; relevant to correlation filters in rotation books.
EN-104,journal,2020,Gauging the effectiveness of sector rotation strategies: evidence from the USA and Europe,https://doi.org/10.1057/s41260-020-00161-6,Journal of Asset Management,Alexiou-Tyagi: US/Europe sector-rotation strategies evaluated; evidence on what rotation logic survives costs.
EN-105,journal,2021,ETF Activity and Informational Efficiency of Underlying Securities,https://doi.org/10.1287/mnsc.2019.3427,Management Science,Glosten-Nallareddy-Zou: ETF activity improves short-horizon informational efficiency for small stocks.
EN-106,journal,2021,"ETF Arbitrage, Non-Fundamental Demand, and Return Predictability",https://doi.org/10.1093/rof/rfaa027,Review of Finance,Brown-Davies-Ringgenberg: ETF flows are non-fundamental demand whose reversal is predictable; flow-based signal and warning.
EN-107,journal,2021,Intraday arbitrage between ETFs and their underlying portfolios,https://doi.org/10.1016/j.jfineco.2021.04.023,Journal of Financial Economics,Box et al: intraday ETF-NAV arbitrage mechanics; how premiums/discounts close - relevant to fill quality.
EN-108,journal,2021,The Active World of Passive Investing,https://doi.org/10.1093/rof/rfab021,Review of Finance,Easley et al: 'passive' ETFs host highly active trading strategies; taxonomy of ETF use including rotation.
EN-109,arxiv,2021,Two-Stage Sector Rotation Methodology Using Machine Learning and Deep Learning Techniques,https://arxiv.org/abs/2108.02838,arXiv preprint,Karatas-Hirsa: two-stage ML sector-rotation methodology on sector ETFs; ML variant of the rotation problem.
EN-110,journal,2002,Contrarian and momentum strategies in the China stock market: 1993–2000,https://doi.org/10.1016/s0927-538x(02)00046-x,Pacific-Basin Finance Journal,Kang-Liu-Ni: first major contrarian/momentum study on A-shares (1993-2000); short-horizon reversal dominates.
EN-111,journal,2004,Profitability of return and volume-based investment strategies in China's stock market,https://doi.org/10.1016/j.pacfin.2003.12.002,Pacific-Basin Finance Journal,Wang-Chin: volume-conditioned momentum/reversal in China; early evidence volume changes everything.
EN-112,working-nber,2005,Speculative Trading and Stock Prices: Evidence from Chinese A-B Share Premia,https://doi.org/10.3386/w11362,NBER working paper,Mei-Scheinkman-Xiong: A-B share premia driven by speculative trading intensity; turnover as speculation proxy.
EN-113,journal,2008,Momentum strategies and stock returns: Chinese evidence,https://doi.org/10.1016/j.pacfin.2007.10.001,Pacific-Basin Finance Journal,Naughton et al: price momentum present in Shanghai stocks; one of the pro-momentum China datapoints.
EN-114,journal,2010,On the predictability of Chinese stock returns,https://doi.org/10.1016/j.pacfin.2010.04.003,Pacific-Basin Finance Journal,Chen et al: predictability of Chinese returns from fundamentals; early comprehensive A-share cross-section.
EN-115,journal,2011,"Momentum trading, mean reversal and overreaction in Chinese stock market",https://doi.org/10.1007/s11156-010-0206-z,Review of Quantitative Finance and Accounting,Wu: A-share momentum/reversal and overreaction decomposition; reversal-heavy conclusion.
EN-116,journal,2011,The Chinese Warrants Bubble,https://doi.org/10.1257/aer.101.6.2723,American Economic Review,Xiong-Yu: Chinese warrants bubble - textbook retail speculation; why crash overlays matter in A-share products.
EN-117,journal,2014,Momentum returns and information uncertainty: Evidence from China,https://doi.org/10.1016/j.pacfin.2014.10.002,Pacific-Basin Finance Journal,Cheema-Nartea: momentum exists in China conditional on information uncertainty; where A-share momentum hides.
EN-118,journal,2015,Shell Games: The Long-Term Performance of Chinese Reverse-Merger Firms,https://doi.org/10.2308/accr-50960,The Accounting Review,Lee-Li-Zhang: Chinese reverse-merger (shell) firm performance; the shell-value channel behind CH-3's size fix.
EN-119,journal,2015,Size and price-to-book effects: Evidence from the Chinese stock markets,https://doi.org/10.1016/j.pacfin.2015.02.003,Pacific-Basin Finance Journal,Hilliard-Zhang: size and price-to-book in A-shares; fundamental cross-section before CH-3.
EN-120,journal,2016,Speculative Trading and Stock Returns,https://doi.org/10.1093/rof/rfv059,Review of Finance,Pan-Tang-Xu: speculative trading explains many China return patterns; turnover-based mispricing channel.
EN-121,journal,2017,Cross-sectional stock return predictability in China,https://doi.org/10.1080/1351847x.2014.997369,The European Journal of Finance,"Cakici-Chan-Topyan: cross-sectional predictability in China A-shares; momentum weak, reversal and liquidity strong."
EN-122,journal,2017,Do extreme returns matter in emerging markets? Evidence from the Chinese stock market,https://doi.org/10.1016/j.jbankfin.2016.12.008,Journal of Banking & Finance,Nartea et al: MAX/extreme-return preference priced in China; lottery demand shapes A-share tails.
EN-123,journal,2017,"Momentum, idiosyncratic volatility and market dynamics: Evidence from China",https://doi.org/10.1016/j.pacfin.2017.09.001,Pacific-Basin Finance Journal,Cheema-Nartea: momentum vs idiosyncratic volatility and market states in China; regime dependence of A-share momentum.
EN-124,journal,2017,Time series momentum and contrarian effects in the Chinese stock market,https://doi.org/10.1016/j.physa.2017.04.139,Physica A: Statistical Mechanics and its Applications,Shi-Zhou: time-series momentum at short horizons flips to contrarian at long horizons in China; TSMOM-specific A-share evidence.
EN-125,journal,2018,Anomalies in Chinese A-Shares,https://doi.org/10.3905/jpm.2018.44.7.108,The Journal of Portfolio Management,"Hsu et al: which US anomalies replicate in A-shares - momentum fails, reversal/turnover work; anomaly map for China."
EN-126,journal,2019,Intraday momentum and reversal in Chinese stock market,https://doi.org/10.1016/j.frl.2019.04.002,Finance Research Letters,Chu-Gu-Zhou: intraday momentum in China's first/last half-hours; microstructure-level A-share momentum.
EN-127,journal,2019,Size and value in China,https://doi.org/10.1016/j.jfineco.2019.03.008,Journal of Financial Economics,Liu-Stambaugh-Yuan: CH-3 factors for China - shell-value distortion means size/value must be redefined; our factor baseline.
